Episode,Day,Speaker,Text
10,30,Gervase,"I think Rich-- being the cocky person that he is-- will think that they can get rid of me with three votes. Now, Sean approached me, saying he wouldn't, uh, mind making an alliance, but he said he would only do it if Kelly joined us so it'd be a sure thing. So they really only had their three core people: Rudy, Rich and Sue who probably definitely would be with the plan. That leaves four other votes, including mine that can go on somebody else. So somehow we have to work on Kelly and figure out who she's voting for and then maybe Colleen can also vote for that person. So, the best bet is Kelly."
10,30,Kelly,"I wish something exciting would happen-- something shocking, something that nobody expects."
10,30,Sean,Looks like we got some thunderheads building out there. Should provide for an exciting night.
10,30,Richard,"Kelly cut her own throat tonight and it was a wonderful thing. She, uh, tried to align herself to the kids her age and was probably trying to look a little, you know, nicer to the other group, but I have a feeling she's got more going on with them than she's letting on."
10,30,Richard,"It'll be interesting. She could have consequences. We haven't decided yet. (chuckles) ""We."" Hmm..."
11,31,Richard,"Just woke up. I'm wet. So, I guess it rained last night, but I slept through it. Today is the... 31st day... I think. All I know is, this is the ninth day till the end."
11,31,Kelly,"People were kind of miserable this morning. 'Cause I was one of the miserable. I mean, every day's a little tough because... we don't have a lot to do and we're-we're low energy. Rich has gotten really, really weak and really crabby and really hungry an-and Sean also."
11,31,Sean,"The food I miss, but not as much as my parents. The hardest part, uh, for me, about being here, um is that I miss my family and, uh... like I've reiterated a thousand times over I'm no mama's boy, but I'd really like to see my family. It would mean an enormous amount to me. When you think of their smiles and their hugs and stuff like that, I just can't wait to see them."
11,31,Kelly,Colleen's legs are pretty beat up. She's gotten some pretty bad gashes and she has some sores up higher on her legs that she doesn't know how she got.
11,31,Colleen,"My legs are bothering me. I mean, I would be lying if I said my legs aren't bothering me. They-they hurt a lot. I have all these and then, I have these new ones. I can't sleep because they itch so bad. So, I get a scar and then I itch it off and it... and it's just like this never-ending cycle and they're going to be like this for the next three years, you know? And bugs live in them. I mean, it's just awful. It's so awful. I am feeling like I've been here for 59,000 days. The past five days have been the longest five days of my entire life. I miss my old team. I miss my old beach, you know? I am the last Sole Survivor of the Pagong Tribe. I am a dying breed. Pagong gets picked off one by one. That's obvious. Now, I'm very confused at where alliances stand, and I think they're confused at where alliances stand. Rich and Sue are promising one thing to Sean... promising another thing to Kelly. Sue and Kelly are promising one thing to Rich... promising another thing to Sean, and then, Rudy just sits back and watch it all happen."
11,31,Richard,It seems like Kelly might be flip-flopping and planning strategies at our expense and that just ticked Sue off to no end.
11,31,Susan,"Kelly is staying in the alliance at this time, but she's trying to make herself look good to the other team in case it comes down to the end, and she's one of the last two standing that she will be, like, ""Oh, I didn't align with them, I didn't align with them"" and we're, like, ""This time, no, baby doll. You're not going to look good."""
11,31,Kelly,"I'm here to play the game. I'm going to play the da... game. I don't give a rat's ass what people think about me. I don't have to prove anything to anybody. I know who I am. So, who cares?"
11,31,Colleen,"That's what's so interesting about this is, I'm getting to see the breakdown of the Tagi alliance, which is really funny. Everybody is very concerned of the money at this point. Like Sean would say, ""It's a one-in-six chance of winning $1 million"" and nobody's going to throw that away."
11,31,Sean,"There comes a point where you have to turncoat a little bit, be a little more strategic, a little more self-preservative. It's a serious contest. There's a lot of money at stake and, uh, I'd better start treating it that way. No one's here just to make friends and shake hands and have relationships for the rest of the time."
11,31,Colleen,"This is definitely what happens when you put a big chunk of cheese in a maze and let all the mice go at it, you know? And see who eats who and who scrambles on top of who and I don't want to be any part of it. It's... not a fun game, no."
11,31,Rudy,"Well, we got a clue last night and, uh, it says you can use your brain, not your muscles, which is good news. Not that my brain's any good, but, uh... I'd rather use that than my muscles 'cause the muscles hurt now."
11,32,Sean,"Yesterday, I won a challenge-- an island trivia contest. The reward to the challenge was lucky for me, is a night on this luxurious yacht. I understand there's going to be food I hope dessert, a warm shower, television, maybe a newspaper. But, uh, hopefully I'll get to bring some company with me. If I'm allowed one person, I owe Kelly a dinner, so she's coming with me."
11,32,Kelly,"I really like Sean. I've probably talked a lot of trash about Sean 'cause he's neurotic and talks a lot, but he's really a good guy. If he does get to bring one person, he said he's going to bring me, so I'm a little stoked up about that. I might get to go spend a night on a yacht, which would be cool because if I could spend a night on a yacht and shower and eat some food, I'd be good to go for another seven days."
11,32,Sean,"This is an ungodly type of rain that we're not used to in the States. You know, I've seen some heavy rain-pours in New York City, but this is heavy, heavy rain, I mean, serious rain. This is really horrible. Survival of the fittest-- who can stand under an umbrella in the rain the longest?"
11,32,Kelly,"But that piece-of-crap parachute thing has been the most waterproof thing we've had on this whole island, so a lot of people have been crowding up underneath that."
11,32,Colleen,"Today it's raining. Last night was raining, and I think tomorrow it will probably be raining. (chuckles)"
11,32,Susan,"As far as the rain, well, I think it was a big deterrer on a lot of people. Really kind of ate at 'em. Oh, my God. I don't know if I'd want to live with some of them right now. Might be ornery, tired, hungry, cold..."
11,32,Kelly,Thank God for the sun. The sky's really clear and everybody's drying out and warming up. Good stuff.
11,32,Susan,"Sean finally leaves to go off to his yacht excursion and then he hollers out ""Hey! I can invite somebody for breakfast!"""
11,32,Susan,Sean makes up his mind and he invites Rich.
11,32,Kelly,"Sean kept saying how he was going to take me and then, last minute he said, ""Oh-- oh, Rich, you like eggs for breakfast, don't ya? Okay, me and you, Rich. I'll take you."""
11,32,Kelly,"You know, we're all hungry and tired and dirty and bored... He'll probably shave and bathe. Maybe he might get a massage. I just hope the poor kid doesn't make a fool out of himself."
11,32,Sean,"I thought the reward ample enough to spend a night on a yacht and get a massage, a shower, a shave... and to see my father then, I mean it was just a-a dream come true."
11,32,Kelly,"I just wish Sean would... just get a backbone sometimes. It irks me the way he tried to put it on me. Like, ""I'm going to bring you, but you can, you can pass it on to Rich if you want to."" Like he didn't want to be the (expletive censor) you know, he didn't want to have to make the decision that was his to make."
11,33,Richard,It's dawn and I'm looking at the yacht and Sean's probably still sleeping. But it won't be long before they come get me for breakfast.
11,33,Richard,It was good. It was enjoyable. I just kept eating while they talked and answered questions as I chewed.
11,33,Susan,Six more days of rice. I might even skip the last day of eating altogether just not to eat rice.
11,33,Colleen,"Sean is seeing that he's in a little bit of trouble, and he should probably have Rich out there because Rich is going to make sure that I get booted off tonight and not him. Maybe somewhere he's thinking that. He's smart if he's thinking that. I like that. Good job, Sean."
11,33,Rudy,"I-I can't figure out why he switched at the last minute, but he... all them ladies are pissed off at him."
11,33,Colleen,"When Sean's dad first came, to the tell you the truth, I almost cried because I started thinking about my mom and I miss her a lot. You know, Sean just gets all the breaks. But, uh, you know, it was good. I felt happy for him and he is the family kid, you know. So, it was, it was good for him. It was nice to have a new face around and stuff."
11,33,Susan,"Actually, for him to come and visit the camp was sort of cool, but he didn't know anything. We're like, “What's going on in the world?” He didn't know none of that. (25:41 → 25:55 = 14s)"
11,33,Susan,"Oh, he's just like Sean. He's lovable but a doof."
11,33,Susan,"Then right when he goes to leave this afternoon about an hour and a half, an hour ago, he has this gray bag. And in it is... there's a care package for each one of us. (26:33 → 26:47 = 14s)"
11,33,Susan,"So, in it we each got a little something from one of our loved ones from back home."
11,33,Colleen,"We all got thrown a bone, which was amazingly, wonderfully great, because now I feel like I can do this for six more days, and I definitely will... I'm on a sugar high right now, more than I have been in a month, so I feel like I can do anything right now."
11,33,Richard,"Sean's father came back with a-a bag filled with things for each of us from particular people, and this made it from, uh, the most wonderful woman on the planet-- Valerie. She just printed out the email that she was... had... was having with her husband who's another incredible man-- a close friend of mine-- and it just takes me back to my real world life and, uh, has my brain engaged and rejuvenated and out of these sixteen, whoever they are, people, and into who I am and just knowing what's going on and that's it's back there and what I'm about to experience when I go back and, you know, I can last the other whatever's left, seven days, six days."
11,33,Kelly,"This stupid alliance thing-- I don't even care about that anymore, you know? I say I'm not... I'm not in it anymore, I'm voting my conscience, and, you know, I want to be true to myself and who I am and keep my dignity-- who cares?"
11,33,Colleen,"Kelly-- she was a double agent, so to speak, you know, talking to the Pagong people, really trying to get in with them and then relaying everything we said to her teammates."
11,33,Sean,"The, uh, the Pagong people, fortunately picked up on that, 'cause they all came to me in unison and they said, ""I think Kelly's up to no good,"" and, uh, so... so it was very plastic, very see-through, and even her biggest advocate on this island, Sue, saw right through that."
11,33,Kelly,"I'm voting strategically. So are they, and they still think I'm in the stupid alliance because if I told them I didn't want to be, they'd vote me off, so I'm trying to save my own ass. So how bold and wonderful is that?"
11,33,Susan,"Me and Kelly, I thought, had a real friendship going. I really did. But, uh, when I turn around and see somebody starting to dig a knife into my backside, it just really pisses me off."
11,33,Kelly,"I don't care what I say to people. I don't care... if I'm nice to anybody at camp anymore. I do not give a (expletive censor), and it feels so good. It's great, I love it."
12,34,Richard,"There's no such thing as... for me, a Tagi Tribe or a Rattana. That was the stupidest thing I ever heard. Or... or any other tribe. It-it never existed and it doesn't exist. It's a group of sixteen people, four of whom were in an alliance with me and a bunch of other ones."
12,34,Sean,"Yeah, everyone's hunky-dory and all friends, but they all come to me and they say bad things about Richard, or they say bad things about Rudy, and then they go to Rudy and they say bad things about me, and they go to Rich, they say bad things about Rudy and I."
12,34,Rudy,"If somebody gave me their word that they are in this alliance with me, and I give my word, my word is good, and, uh, their word better be good. If they betray me, uh, I'll get even with them. (03:57 → 04:11 = 14s)"
12,34,Rudy,"I mean, it's-it's a game, but it's worth a million dollars. Money talks."
12,34,Kelly,"Rich is a smart guy and he's really tricky, and, uh, I don't trust him one bit. I never really have."
12,34,Richard,"Whatever it takes to win here is the point. Yeah, it's a game, and call it Machiavellian, sure."
12,34,Sean,"This is the most conniving bunch of people I've ever met in my life. There's not an honest one in the bunch. Conniving, conniving, conniving. Things are falling apart here at Rattana Beach."
12,34,Susan,Kelly made all the rest of us look like a bunch of idiots. Then she made all the rest of us look like the bad guys and her the one good guy out of the whole five of us. That's what irritated me.
12,34,Kelly,"Sue said many times that she wasn't part of an alliance either. So, now all of a sudden I'm two-faced and I (expletive censor) her when she had approached me and said, ""Hey, Rich and I have formed an alliance to vote you off at the end, but I'm not going to do that. Let's you and I vote him off."""
12,34,Richard,"When Kelly said to me, um, ""Are you pissed off at me? It seems to me like you and Sue are pissed off at me."" Well, that was my opportunity to come in and smooth things, as opposed to be the one who upsets the applecart. So certainly that little tiff between Kelly and, uh, Sue has been coming and plays to my advantage, absolutely."
12,34,Susan,"Aw, it hurts. This is my second ray sting since I've been here. Oh, and trust me, they hurt. It's like an aching sting and it hurts from my knuckle down to about here, and it's constantly pounding and it aches and it hurts really bad. I might act like a tough girl, but they do hurt. They gouge me. Yeah, this one got me good. Notice the hand. The knuckles are still swollen from that ray bite. I seen that tail come in and just slice that. Ow, was I pissed."
12,34,Richard,"Sixth day to the end. Desperate to go home. Really looking forward to enter reality. For me, this maintaining some kind of a thumb on ev... all of these different people's personalities that I care very little about, uh, is exhausting. I'm ready for the people in my life that I've brought into my life, throughout my life. And I'm looking forward to getting back to that with a vengeance."
12,34,Sean,"I've been wishing for home since the day I got here. I haven't been away from New York in this long ever. I miss my favorite restaurant. I miss the people at the restaurant. I miss my friends. I miss my family. You know, I miss all those things."
12,34,Susan,I'm just looking forward to talking to my husband on the phone. I can't wait for that.
12,34,Richard,"The end of days is what I'm thinking about as I lay here on a raft in the middle of the South China Sea on a beach-- in my bed. Yeah, it's very pretty. It's a beautiful, beautiful night. Cloudy, but I like the clouds. I'm just looking at the clouds, thinking of going home. Waiting... waiting... with no watch. Having no idea what time it is. Just knowing that time is passing slowly."
12,35,Susan,I wish I had a bigger chest to carry the mud.
12,35,Rudy,"I've been muddy, but not this kind."
12,35,Kelly,"It feels good to, you know, win something. I haven't won much of anything, but I won yesterday and I won today. I'd feel better if it was an immunity that I won today, but, hopefully, I'm on a winning streak."
12,35,Sean,"Everybody was very pissy prior to the mud bath, myself included. I mean, things really changed here today. There was a fight, for the first time between Kelly and Sue, but, truthfully, this-this little shenanigan game at the mud bath thing, uh, really paid off, I think. And it did-- it rejuvenated us. And I think it rekindled, you know, just, like, friendships and laughing, and things like that."
12,35,Susan,"(laughs) Yeah, the mud game was a blast. I had a blast. Fun-- totally a lot of fun."
12,35,Kelly,"When we got back from the mud, we were washing, you know, helping each other get the mud off and things like that."
12,35,Richard,"It's bizarre to me how people do the things they do-- like how Sue and Kelly are washing each other's back and hair and, you know, laughing, and joking and hugging, and picking each other's zits and all the rest of it right now, after what they went through yesterday."
12,35,Susan,"Doing the mud thing really wore a lot of energy out of us, so it did key us down quite a bit. And, uh, Kelly's the only other girl on the island with me, so we're going to hang together to the end."
12,36,Kelly,"There is four days left, and we're all still going to have to live together. And Sue and I, we kind of patched things up and, you know, she said, ""Hey, look, this is a game. ""I'm going to have an alliance with Rich instead of you."" And I said, ""Fine, you know. That's cool. Play the game."""
12,36,Kelly,"I said, ""I think I deserve to get to the Four and I think I deserve to get to the Three."" She said, ""Well I'm not going to let you."" And it's the other way around-- I'm not going to let her."
12,36,Susan,We'll keep to an agreement that we'll treat each other civil till the time we leave here. No sense to make it hard on anybody.
12,36,Richard,"Check that out. Look at the road the ant highway, up on the, uh, ceiling of the, uh, hut here. The canvas. Two-lane highway. You can see the ants going in and out. Got a really great view from here."
12,36,Sean,"All I'm thinking now is ""win."" Do what I have to do. (24:58 → 25:07 = 9s) I'm going to have to win immunity and I'll have to finagle. And I'm going to have to try to pick up the vibe on people. If, uh, you know, like right now, Sue and Kelly aren't getting along. There might be something I can exploit to my advantage. I might have to do stuff like that."
12,36,Susan,"Yeah, I have one more challenge. There's no rewards, and you know what? I'm not even thinking I'm going to win anymore. But I want to win the last one, like, oh, man, if I win any-- I'm praying, I'm praying that I win the very last immunity-- if I'm here, if I make it through the next four, which I think I will."
12,36,Sean,"I'm winning this thing. You know, it's going to be an uphill battle for me, but I'm winning this thing-- the whole show."
12,36,Rudy,"Myself and, uh, Rich are going right to the end. You know, we hope that it will be us two in the end where the jury picks one of us."
12,36,Richard,"The balance of power I don't believe has shifted from me to Kelly, but certainly I've lost some footing. Kelly wins immunity, and all kinds of things have to change and shift quickly. So it's not as easy to remain a solid alliance in the midst of a lot of flux with so few people."
12,36,Kelly,"Rich has said-- since he knows that Sue was plotting an alliance against him-- he has had to rearrange his strategy. So, um, maybe they're not voting together. I don't know. To me, that just means game on."
12,36,Sean,"I think I've always looked at it, the next Tribal Council, there'll be, you know, a lot of votes cast in different directions that were never previously cast before. I think the peop... three people that are likely to vote for Sue are me, Richard and potentially Rudy. Rudy's kind of swinging. Rudy wants to... wanted me whacked about three weeks ago, so, you know... he's a good guy. We sleep together, but he's ready to slit my throat in this contest any minute now."
12,36,Kelly,"I'm going to vote for either Rich or Sue. Um... it's time to get dirty. No more Mr. Nice Guy. I... as I said, I don't know. It's every man for himself."
13,37,Richard,"Time is kind of out of my head. I don't have a clock or a calendar or a watch or anything, but for some reason, I feel really, really comfortable, really good now. I, um, I think it has to do with just how short... how-how little time is left."
13,37,Susan,"We're down to 60 hours. So, 60 hours, if you look at it that way, I can deal with it for a chance to win a million dollars, but the hardest thing for me here now has come down to probably the boredom."
13,37,Rudy,"The girls got, uh, razor blades in their care package, so after they got done under their arms they shaved my face."
13,37,Rudy,"We made about, uh... 200 pots of rice since we've been here. Sometimes we ate three times a day, sometimes twice a day, sometimes once a day. I'd say I lost 22 pounds since I've been here."
13,37,Richard,"I'm a wreck. My hair is way longer than I ever keep it. This feels like a mop. There's nothing left. I used to have a muscle here growing. I think I've lost a good 30 pounds since getting here, but everything's loose. There's nothing that's firm on this body anymore. Basically, I'm a physical wreck."
13,37,Kelly,"I'm completely covered in bug bites, uh, from head to toe. I've lost some weight. I've lost some muscle. I've lost quite a hunk of sanity. (chuckles) Gosh, I don't think I thought this was going to be as-as mental as it... as it ended up being."
13,37,Susan,"What's it like living with somebody you don't care for at the time... sleeping next to your enemy? You just do it. You just hang out with them and eat next to them, and just treat them like a civil person. That's all you can do."
13,37,Rudy,"Of the four of us that are here right now we formed this alliance way in the beginning, and, uh... you know, we were in a position of power where we could get rid of anybody we wanted to-- we had 'em lined up-- but now we're finished with the alliance 'cause the four of us are left, so you're on your own."
13,37,Richard,"I was really shocked in the beginning by how few people were planning. It seemed a vacation to-to sixteen people who were told what this was about, who-who saw the logo that said ""Outwit, Outplay, Outlast,"" same as I did."
13,37,Rudy,"In the beginning, nobody wanted the money, but now it's all money. You know, it's on everybody's mind. And in order to win the money you got to make an alliance or-or don't even show up."
13,37,Richard,"When we got to the point where the original four were still here as the final four, that alliance had gone through a number of machinations that changed it from being the original four to almost anybody's game."
13,37,Kelly,"I feel like I agreed to be in an alliance, and then I didn't want to be in it anymore, but I was too chicken to tell 'em that. And I tried to play both sides; I tried to vote how I wanted to vote do what I thought was right, but not let them in on it, because, hell, I want to stay in the game."
13,37,Susan,"After Gretchen, she didn't vote in any of the way the alliance voted. She was setting herself up so that if she is the last two at the end she's going to make herself look really good, 'cause we knew there would be more Pagong on the jury than Tagi."
13,37,Kelly,I just bit off way more than I could chew and it just... it all exploded.
13,37,Susan,"Yeah, what it is is greedy. She thinks she got... like, five or six people ago, it's like, you could see her turn a little bit. Then I was really irritated. This has not been easy, you know, come out here on the island and get bit up by bugs and stung by stingrays. So I told Kelly my family's my number-one goal. I think I got a better chance of winning the million dollars with arrogant Rich by my side than with her at my side."
13,37,Richard,"Had Sue not informed me that she had broken the alliance and established one with Kelly, I never would have known it and the two of them would have easily undermined me, and I could have gone at any point if they'd maintained that alliance. So it's kind of neat, cute, nice, that the final four were the initial four, but it wasn't a continuous line of ""Ooh, initial four make it all the way through."" So there's a different feeling attached to it, not that, uh, sense of accomplishment I would've had had the trust been unbreached and we went through cleanly."
13,37,Rudy,"Somebody will go tonight and we're waiting till after we get back to eat so we got more food, 'cause one mouth will be gone. Could be mine; could be anybody's. I think maybe this challenge will be they'll ask questions about each person-- maybe how old they were, what they do for a living-- which I don't know and I don't care. (chuckles)"
13,37,Kelly,"I think it's going to be questions about, um, these people-- seeing how well we knew them, how well we listened to them. I guess things like that."
13,37,Susan,"It's cutthroat time. I would say that Rich, Rudy and I are getting along well, and, uh, Kelly's the one we've been wanting to get out of here."
13,37,Kelly,"I feel completely vulnerable. I feel the odd man out. It's really stressful and it's kind of scary because, you know, I'm not ""safe"" anymore."
13,37,Rudy,Kelly would have been gone by now if she didn't ace the last two immunities.
13,37,Susan,We're praying that one of us three wins today so we can boot her out.
13,37,Kelly,"The one person I did, um, actually care about was Sue and she doesn't give two (expletive censor) about me, so I don't give a crap about anybody on this island anymore. Um, I'm here for me and everybody else can kiss my ass. (chuckles)"
13,38,Kelly,"I knew a 100% the only way that I was going to get to Day 38 and now tomorrow, Day 39, was with this little thing around my neck."
13,38,Richard,The last Immunity Challenge was standing there attached to a... an idol. I thought... “Ugh... no chance in hell of me doing that given who I was up against.” I felt I was forcing the game to go on unnecessarily.
13,38,Kelly,"So Rich just gave a little speech and said ""I hope you appreciate what I'm doing for the both of you,"" and let go, which I thought was kind of funny, like... he was tired, his arm hurt, he wanted to let go and he was trying to make some big noble sacrifice for me and Rudy-- yeah, whatever."
13,38,Richard,Cause even if I'm voted off tonight I think it's the best decision I could have made.
13,38,Kelly,"You know, it's out of my hands. So when I won today it was just like, ""Okay, that's it, chill out, relax, breathe... sleep, whatever you got to do."" Um... so it was just unbelievable. Overwhelming sense of relaxation and, uh, relief."
13,38,Rudy,"Dumb. It was a dumb move on my part. I gave away a million bucks. I would have won a million bucks if, uh, if I, uh, stayed there, didn't let go of it. It ain't nobody's fault but mine."
13,38,Kelly,I'm nervous. I'm not nervous about the vote tonight. I'm-I'm extremely nervous about tomorrow. I'm nervous about if and what I'm going to say tomorrow and what impact and effect that's going to have on the jury.
13,38,Richard,"I'm hoping that there is little likelihood of my being voted off, but I'm not all that confident. I'm not really sure. I think it's in Kelly's best interest to keep me here, but I don't know that she'll do that. I'm hoping she will."
13,38,Rudy,"Well, I think me and Kelly would fare better... I know some people that would vote for me. I don't know of hardly any that are going to vote for Rich. He stepped on some toes, and people ain't going to forgive him."
13,39,Kelly,"Woke up and it was very weird. Richard said to me, ""Okay, you're not dreaming. It's the last day and it's really just us two."""
13,39,Kelly,"This is just where I like to be. This is where I prefer to stretch and chill out and do my thing. My last little yoga session here on the beach. It's something that I've done pretty much everyday since I've been here. It helps me to relax and to quiet my thoughts. I've had a lot of moral issues. I regret being part of the alliance. That didn't make me feel so good. I regret... trusting Sue, being vulnerable to her. That really hurt me in a lot of ways."
13,39,Richard,"It's kind of nice to be one of the last two, and it's nice to have Kelly as the other member. I think I'm, uh, reflecting a little bit on-on what's happened for the 39 Days. I think I'm also thinking a little bit about questions that will be asked by the jury tonight, and how to approach some potential questions. It's an interesting morning, and I intend to stay completely out of the sun and try and do nothing."
13,39,Kelly,"But it's been really hard, mentally. Just... people trying to... My brain is just... I can't think about anything, really, right now."
13,39,Kelly,"There's been some... moral low points for me in playing this game. I've had some, kind of, not-so-proud moments, and, uh, that's things that I'm leaving here on this island, and with this game, and, uh, that don't belong in, uh... my life."
13,39,Richard,"I think it might have been cathartic for Kelly to pack things up, organize, and burn some of the stuff we just don't need anymore."
13,39,Kelly,"I'm really grateful I'm here. Um... I feel lucky to be in the... the final two. I'm nervous about the decision tonight because Rich never pretended that he wasn't in it to win, and, uh, he never pretended that he wasn't, um... scheming and conniving, and all of that, from the beginning. He's playing the game and he's never acted like he wasn't. So I-I do respect that."
13,39,Richard,"If I get second place I will not be sad. I will be happy that I've earned a hundred grand, and had a great time here, and played a game that I'm proud of, the way I played it, but I want the million. (laughs) I really want the million. Oh, my God, it would change my life."
